rn	rab.all	rab.win.hide.lime.Day.6	rab.win.hide.untreated.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K06423	-0.179290200774995	-0.0235822414682421	-0.801627695457311	-0.816788640166118	0.895423113838168	-0.909863658027507	0.147333359326548	0.254989829849625	0.422913067255185	0.284999999999998	0.432962683757477
K06425	-0.40159553398488	0.0813450086329137	-0.788188447510091	-0.86840010333294	1.14535834117268	-0.746502697238159	0.162666689598472	0.275253304969182	0.443636935478874	0.317599999999996	0.464977426713119
K06426	-0.231702857804006	-0.0737069883256183	-0.810774062033882	-0.705931959259539	0.916996102684864	-0.720110783592812	0.196535660675118	0.301070899141393	0.470094877991351	0.391299999999994	0.526579082086866
K06428	-3.8450976039191	-1.42822513062584	-9.25172709334415	-7.50928643551548	2.54730172118725	-2.97301856779499	4.67861010389608e-05	0.0304276297357201	0.117485319154804	0.0999999999999986	0.197132258007463
K06429	-3.74391854819486	-1.42491128774876	-9.28016992553186	-7.48320746553788	2.65111873097264	-2.69577653846921	4.67861010389608e-05	0.031632359224725	0.118358421228013	0.0999999999999986	0.197132258007463
K06431	-4.09475136872011	-1.43624196068188	-9.23196905147299	-7.39968505729571	2.61912287620522	-2.78103361705858	4.67861010389608e-05	0.0295611341660165	0.115877550109333	0.0999999999999986	0.197132258007463
K06432	-4.95565808247551	-2.07137829401038	-9.15353534219542	-6.63102683107405	2.67343719801486	-2.33425180065186	4.67861010389608e-05	0.037134900055896	0.131959048215863	0.100099999999999	0.1972725567242
K06433	-1.62362519118111	-1.77746863121302	-0.804527764542035	0.978542364823744	0.939679711382945	0.46903674710674	0.333333340277776	0.782952417103054	0.861566302616503	0.700600000000006	0.809177568610623
K06434	-1.69656550988232	-0.475673638468978	-4.40789855295086	-4.03207956914237	0.717226548779662	-5.48773863599282	4.67861010389608e-05	0.00941697200580151	0.067174232646423	0.0999999999999986	0.197132258007463
K06436	-0.223350980550507	-0.447225729421669	0.793178682029302	1.25792117937562	0.96115585588215	1.20802720719889	0.110000036885656	0.145359297311686	0.312504993912091	0.219399999999998	0.355741467651402
K06438	0.523252665649043	0.254982196219112	1.04168417393217	0.762483910769758	0.721085198659379	0.609298276684682	0.332666673645881	0.532072181607378	0.682111829615998	0.701500000000006	0.809749688831817
K06439	-2.53932163519563	-1.36731025120586	-4.08453458747265	-2.75837475471653	1.84465756089783	-1.70978527611048	4.67861010389608e-05	0.152692031703209	0.313623601697143	0.0999999999999986	0.197132258007463
K06440	-2.17082452024045	-1.19196963357806	-4.06907580508605	-2.90470088414129	1.75181366532882	-2.20981341480766	4.67861010389608e-05	0.14142653391063	0.299975828922337	0.0999999999999986	0.197132258007463
K06442	3.03016033949075	2.93826186003384	3.28701517110163	0.211646525613964	0.368020721971809	0.309859637365541	0.333333340277776	0.88887212432486	0.932788958859627	0.700900000000006	0.80937447466955
K06443	3.11892055907229	2.59914200185377	3.4847276853601	0.820608643015681	0.34870577327529	2.2876955928532	4.67861010389608e-05	0.0315254816635668	0.133623215629874	0.0999999999999986	0.197132258007463
K06445	5.58501204772052	4.66585536780472	6.1890540063918	1.50367584091536	0.318398380898185	4.83771280146188	4.67861010389608e-05	0.00109541389944155	0.0381100267102387	0.0999999999999986	0.197132258007463
K06446	3.3504149430017	3.27438512003982	3.49379595770064	0.0947619447620065	0.860982934870653	0.11341578960976	0.358666672355798	0.857762201858344	0.913279486928996	0.781600000000008	0.860728590978966
K06447	4.68894372147055	4.16074809061713	5.23673047316788	1.07888543104621	0.486760657896929	1.96024961339064	4.67861010389608e-05	0.0557672024671075	0.189077825914653	0.0999999999999986	0.197132258007463
K06493	-8.43185398427868	-9.30238771764964	-7.64452380682967	0.713546938766504	8.11502961756068	0.106318312253937	0.363757500446794	0.721718481612933	0.815950076772245	0.711099999999998	0.799952113875439
K06518	5.19015881271923	4.29299400001585	6.06400507665685	1.67974602984448	0.25902524861678	6.37200444600042	4.67861010389608e-05	0.000429153582310411	0.037022586969369	0.0999999999999986	0.197132258007463
K06580	-8.69675608227853	-8.18523565994147	-9.20245527503701	-1.05778459277446	3.88465033409107	-0.214160654505818	0.380000004716091	0.55742518304202	0.677939533031164	0.6855	0.765949837551123
K06591	-4.13142829570794	-3.1338002328646	-9.30135701879408	-6.38868276262135	2.59133477593516	-2.55685693347639	4.67861010389608e-05	0.0439720461980345	0.144766145514565	0.0999999999999986	0.197132258007463
K06595	0.751090895972944	0.826219855306909	0.521049679394144	-0.385622044072556	0.678817709376426	-0.644169651114206	0.232000013927131	0.333236635780168	0.502407642945914	0.418499999999994	0.583560250610659
K06596	5.87298358458206	5.04363560203075	6.42499462859621	1.38105897078733	0.354259897286338	3.419139702053	4.67861010389608e-05	0.0345320887207932	0.142091401076653	0.0999999999999986	0.197132258007463
K06597	-0.43058818649313	-0.718943666516891	-0.195901746859983	0.603796948503526	1.10289733715955	0.552539499385578	0.259333344934747	0.348062437078144	0.517326409494624	0.516199999999991	0.652855959013169
K06598	3.18715335625799	2.84463092540986	3.71921688234558	0.884080803796775	0.742316079118421	1.31834132683131	0.0133247926383199	0.167877928738232	0.337687341314468	0.110299999999999	0.211563528205438
K06599	-0.857654191982912	-1.40187943300141	0.35366806213462	1.49089131626737	0.867661530479156	1.81936505361725	0.0159896248810776	0.0513047323524207	0.174344431754079	0.115099999999999	0.218316366141866
K06600	0.0162222756012689	-0.789942469434637	1.07413246355239	1.75099018348606	0.642422541814709	2.68740332978203	4.67861010389608e-05	0.0127792789324192	0.0795899996972841	0.0999999999999986	0.197132258007463
K06601	-0.942409966818083	0.208502628334809	-1.89297063500629	-1.98576479716638	1.20040955399758	-1.54688044476985	0.0626667356042781	0.0741649478038294	0.22027618604291	0.156499999999999	0.276480504328856
K06602	-1.35590086248603	-0.291361962735188	-1.96371043075496	-1.55889904048496	1.33707792794913	-1.06195596836073	0.110666703294885	0.175568297491067	0.344152465899499	0.215899999999997	0.355848898867607
K06603	4.57615774405806	4.13266080784473	5.02754917275305	0.88691414333313	0.326895030471977	1.92168405230824	4.67861010389608e-05	0.155247628849582	0.325241264362052	0.0999999999999986	0.197132258007463
K06605	2.35672026503176	1.70645393359723	2.51517701611379	0.80417486104386	0.572204675400462	0.83856123814158	0.278481022852703	0.31764047364772	0.487619385454945	0.558099999999993	0.695628978058421
K06606	2.91783843647896	1.57358113395892	2.98719465224666	1.38717034383024	0.384258207075649	0.850520469374078	0.331333340382384	0.271640508593571	0.43924782080066	0.694000000000006	0.80401535524433
K06608	-3.28289609818558	-2.76100622307082	-4.92010399029915	-2.32426373976592	2.49445224302298	-0.811367055878797	0.139906756518624	0.233778079968954	0.40159183382415	0.253499999999999	0.396279295959951
K06609	1.76298751636891	0.661648231156303	1.95419506237155	0.98881698753909	0.978047239164868	0.716985019398548	0.291333342691635	0.372511583118298	0.542946533363493	0.585399999999995	0.717382800228718
K06610	-2.92087840561715	-1.97760823877753	-5.2179614252554	-3.38334476342676	1.66715140480582	-2.20718413944677	4.67861010389608e-05	0.102196479516867	0.242138133408192	0.0999999999999986	0.197132258007463
K06640	-8.15931550962008	-6.89844966110725	-9.13742775185747	-2.19894961052305	4.49043460088546	-0.439120322567263	0.280000010104348	0.504521038761086	0.631560456394025	0.574099999999997	0.68091139853333
K06689	-9.09089199477588	-9.01479816967057	-9.14316150525448	-1.0627194685041	5.13799924629014	-0.173470911869992	0.437333335691362	0.605365894332414	0.720146609872728	0.749200000000003	0.820326822742803
K06714	0.51762314367302	0.628681209873163	0.182698268350242	-0.432624668736777	0.79643127443126	-0.504429119896777	0.311125924204762	0.404042355530448	0.571985706028661	0.6477	0.76380863567767
K06718	1.53910248682869	1.24750883732747	1.6267220765436	0.373950335866273	0.643322957659017	0.669445097771913	0.219187223699967	0.361549485016556	0.531118760263984	0.410599999999994	0.577798818449169
K06720	1.66408599277765	1.42870343182987	1.74043217367799	0.32690252923826	0.611251761980478	0.628471630656136	0.228514338023909	0.387379976658106	0.555919886486923	0.418599999999993	0.584341232644352
K06726	3.76494519535918	3.32629261101034	4.24581034464387	0.908566121505648	0.30691220234242	2.64865113176834	4.67861010389608e-05	0.0297788712248382	0.129426168840743	0.0999999999999986	0.197132258007463
K06857	2.96182548320072	2.71331096158134	3.29232796844312	0.802805334317774	0.364380470516266	1.59509643140775	4.67861010389608e-05	0.212430764093116	0.380136316945687	0.0999999999999986	0.197132258007463
K06858	2.98473737692273	2.7401705906879	3.55445066054156	0.812403630876862	0.444668587159302	1.483956599579	0.0859427536021693	0.120362956667727	0.284483325283181	0.173099999999998	0.299720288416736
K06859	0.199706259861021	0.43296538264967	-0.231277495921383	-0.318948624707026	2.38249747648577	-0.122329102847904	0.431333335925431	0.907008366917194	0.943915276689481	0.949000000000003	0.967441969474535
K06860	0.290486099295348	1.21159029566021	-1.45258561263498	-2.6784202563015	1.03783143069301	-2.43040730301641	4.67861010389608e-05	0.0861846760079515	0.238505994833419	0.0999999999999986	0.197132258007463
K06861	6.05478781548869	5.30047986542796	6.58558804948748	1.28851932262895	0.302300208087057	4.23872287612677	4.67861010389608e-05	0.0154525828213124	0.0877996698427174	0.0999999999999986	0.197132258007463
K06862	-4.44464235178513	-3.71382218823345	-7.6258121545177	-4.00820423648773	2.98097767831401	-1.35778150143602	0.00866719606364082	0.118174228029179	0.269672428036384	0.106699999999999	0.206192184971154
K06863	-7.44442016210549	-7.3129463916596	-7.60473708978705	-1.12729203353007	4.98261454736565	-0.192695426505543	0.414000003282288	0.670972604381709	0.775212590255892	0.813100000000002	0.872688146164575
K06864	-0.112920038101455	-0.18885286689099	0.0184177181070559	0.00784879738504341	1.18897509637443	0.00253934202070154	0.498334443765803	0.563414999249867	0.70801784407271	0.990700000000001	0.99406872149418
K06865	-7.39282918626311	-7.29469843535142	-7.49382783637766	-1.11243960390495	4.89112373061061	-0.189178877217769	0.427333336082764	0.66997786899475	0.77501643054676	0.817100000000002	0.875243276134284
