rn	rab.all	rab.win.hide.untreated.Day.1	rab.win.hide.untreated.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K00024	6.1068783717819	5.19463110054569	6.8203366371979	1.52909715209255	0.204175721394703	6.93407643355392	4.67861010389608e-05	0.00307238696169754	0.025393015580074	0.0999999999999986	0.154379986830979
K00027	5.81160126127046	5.11455067719869	6.35338494840294	1.23883311766546	0.488609271026989	2.28035971512912	4.67861010389608e-05	0.0512823060867741	0.102795344820408	0.0999999999999986	0.154379986830979
K00029	6.31570287050512	5.44756159785467	7.18055953387088	1.79451961110045	0.155211276480885	11.5676192225843	4.67861010389608e-05	0.0045118771197086	0.0268993577879647	0.0999999999999986	0.154379986830979
K00030	0.752647802681954	0.783840994064649	0.586754196270265	-0.249932279394545	0.886931769458062	-0.329198280626791	0.360000005626285	0.57985469226294	0.665046592483711	0.748900000000007	0.80376333400612
K00031	7.0826588501399	6.08332583010735	7.82220286425191	1.74131553279259	0.199296573334213	7.99011968948231	4.67861010389608e-05	0.00294159602475784	0.0252570296195102	0.0999999999999986	0.154379986830979
K00032	2.37799360875075	0.888769633100978	3.70588991198693	2.09473644342067	1.19325357551065	2.24932256437328	4.67861010389608e-05	0.0211020039110804	0.0596924347857258	0.0999999999999986	0.154379986830979
K00033	4.87025814688105	4.71208548056421	5.14002605963297	0.490078161669977	0.221911522721487	2.48206870108051	4.67861010389608e-05	0.0239302873653937	0.0638828596508114	0.0999999999999986	0.154379986830979
K00034	3.9975725773212	2.8708529807451	4.5026247861518	1.63715642468881	0.327638194276818	3.59104498981483	4.67861010389608e-05	0.0323642553541004	0.0766000546735531	0.0999999999999986	0.154379986830979
K00035	1.71970249237441	-0.112459587126134	3.46826908621453	1.74417355229437	2.01544286567566	1.71344924063719	0.116666701108071	0.0756790020823566	0.134867830414998	0.199999999999997	0.275806275379857
K00036	5.91064427501099	4.91251745261163	6.44977580857281	1.5391867247257	0.305590559991942	4.48794582986396	4.67861010389608e-05	0.0224998363717132	0.0619326498767766	0.0999999999999986	0.154379986830979
