rn	rab.all	rab.win.water.lime.Day.1	rab.win.water.lime.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K00180	1.71775010905102	1.10188649599225	1.81102238834133	0.719817667244232	0.947971167346485	0.679299174513731	0.329780153690359	0.443691334541009	0.846279369088055	0.691900000000005	0.90473617841722
K00184	2.80002882899237	2.30097316957109	3.06936557641062	0.703364705998734	1.98807138409511	0.285353820617769	0.335333340174044	0.873845876640257	0.955795977892847	0.706000000000007	0.907896259199729
K00185	2.3886894558089	2.30174662005643	2.53600178079124	-1.26700993278448	3.84273920941761	-0.337681502962576	0.440666668895584	0.529354268192345	0.846604541891467	0.987100000000001	0.995975261198845
K00192	-7.63373837200749	-8.8185277350035	-6.10499078848246	2.67464033431589	4.46629786294246	0.516695820850925	0.253830791498822	0.411938408687966	0.869057561046842	0.496399999999997	0.897965250903243
K00193	-7.64234005162885	-8.74829692586645	-6.16139377143954	2.60472527154424	4.49639860876048	0.510272960080045	0.257828126292976	0.416638305255452	0.869703505560731	0.506199999999996	0.899312288340021
K00194	-6.37153097373957	-6.64221986510783	-6.1155808341713	-0.554327575777942	5.53403032489107	-0.087210092158547	0.468000001190059	0.683937235689599	0.900278176005137	0.823500000000002	0.951413294088415
K00195	-7.69059436454329	-8.78115817472864	-6.10885344260144	2.70449815062309	4.57147968558667	0.520905864640739	0.261825461095393	0.424756218528935	0.870847678133575	0.523399999999996	0.902287695364693
K00196	-7.0326068614548	-7.63589710691598	-6.05561736001107	2.29574755944112	5.00518607017231	0.404423348403742	0.330446376173551	0.501363648652066	0.876306651081886	0.628199999999999	0.916694793542095
K00197	-6.41344504522177	-6.69047813440278	-6.16115682834031	-0.474806313812795	5.53303787724734	-0.0808125814584236	0.470666667756838	0.687434572313236	0.901609096533462	0.807700000000002	0.94674921226757
K00198	-3.39806333612179	-6.79679025697251	-2.44653831464838	2.74017656653838	5.62372256561124	0.415546511481832	0.335109933558651	0.493645127840482	0.867314412315469	0.669299999999998	0.916479545572562
K00200	2.37000358744003	1.32214645187838	3.17069826123738	1.5741888386782	1.28988210072864	1.17904559270567	0.112666702540539	0.17176007455528	0.845822221756164	0.200199999999997	0.860985704076129
K00201	2.41279784337205	1.32513245554515	3.10094561881825	1.53075416852887	1.25134858362572	1.1718290761563	0.107261863375132	0.176673896417882	0.845822221756164	0.200599999999997	0.860985704076129
K00202	2.38766013410933	1.32360973097945	3.09243585955683	1.53907996610672	1.29246410997696	1.13397153819877	0.108000037676715	0.179524673831552	0.845822221756164	0.201199999999997	0.860985704076129
K00203	-7.67468335214004	-8.76362196925236	-6.20933228404395	2.63055115233652	4.51429438557483	0.52234835799642	0.264666677863006	0.421203528529817	0.869386661581453	0.515699999999996	0.899876034220682
K00204	-7.6933256849472	-8.90173876083887	-6.07693397953134	2.77011270520188	4.55262824093037	0.528750125230334	0.263333344629637	0.412034161889284	0.868576247753099	0.509399999999998	0.900255046401443
K00205	-7.59547174242375	-8.83605053466479	-5.98953413676205	2.78835324868412	4.46874623590849	0.556940453419612	0.252000012182198	0.395979286512443	0.866683313623879	0.483299999999997	0.894941743036143
K00208	5.77893992419721	5.77673286338274	5.78115580776583	0.617463720530903	1.13445668099364	0.560226066311337	0.386409065056362	0.430212294404472	0.845822221756164	0.831400000000007	0.946414684525442
K00209	2.97151926147011	2.98941088989482	2.92812834286586	-0.0207867874412102	1.36381339756171	-0.015637179517123	0.488666667086636	0.786167772730665	0.922136025302606	0.989500000000001	0.996640489626601
K00210	-7.5706503549825	-7.75600476929493	-7.35605052600043	0.499184356506754	4.23315178244793	0.0952622017852129	0.450366424239179	0.540795986286565	0.880747225971458	0.6537	0.920901426375849
