rn	rab.all	rab.win.water.lime.Day.0	rab.win.water.untreated.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K02303	5.35588611279251	5.03851930668532	5.46740658817382	0.513549421018487	0.533507405949099	0.991056392253525	0.176548987928337	0.173694180477695	0.361436320254765	0.312199999999997	0.466572037754724
K02304	4.14333046144167	4.37178978252661	3.98838345292431	-0.0841677433527002	0.638147401360929	-0.138778227675092	0.429713526969265	0.933200515885433	0.953468679795374	0.963700000000002	0.972625530427923
K02305	0.925930394753744	-0.612245404456887	1.00862290352513	1.60257366468397	0.750513055849448	1.1547162031241	0.188540991509475	0.160076883473063	0.355046217484159	0.337399999999997	0.493177546725682
K02313	6.03327849459837	5.73212535846129	6.26081532123276	0.728994659028607	0.836471900305128	1.01299981027087	0.111333369707144	0.176831808902878	0.362882201901075	0.199999999999997	0.349696264074891
K02314	6.11660812022737	5.75128180536884	6.3310574282835	0.732011815674936	0.77668338707458	1.01261825794207	0.114000035385422	0.179388506981985	0.36342945112853	0.200599999999997	0.350303823463938
K02315	2.20025672122447	1.74487489153412	2.32303989813883	0.57318401646902	1.36066703976001	0.379868140995121	0.333777488590993	0.455444409530742	0.582627183815572	0.699700000000006	0.772972564030212
K02316	6.01396522006562	5.73012710650344	6.24477223692505	0.68039305161913	0.847214813096834	1.00789072438263	0.109926752387958	0.188022126625719	0.365103503461172	0.199999999999997	0.349696264074891
K02317	-0.978227450307147	-3.19313195419713	-0.85670000470931	2.36461874821417	1.15868998484289	0.860001214552628	0.31978681645501	0.295561698564853	0.448256076685942	0.658100000000002	0.742992922442795
K02334	4.59235777658035	4.25833730828599	4.73959287082258	0.486280102027384	0.710917997520546	0.699796015767997	0.216000015528324	0.316757475859589	0.466510157151851	0.399999999999994	0.558307520214996
K02335	6.17015035291214	5.73189304788386	6.4457142622803	0.735694245986104	0.818116776992881	1.1675920862034	0.108666704076514	0.141607460864573	0.347099093498456	0.199999999999997	0.349696264074891
K02336	3.20159437037829	2.36168115762162	4.21819952403896	2.035928813758	0.653445267843	3.51119783195811	4.67861010389608e-05	0.00514229986561741	0.130383199675154	0.0999999999999986	0.254764156212911
K02337	6.80059498344652	5.73317770460529	7.62308839893416	1.61007950279705	1.03524923947293	1.63015652466075	0.00599676873973881	0.0559978557144547	0.298812548335112	0.103799999999999	0.258311721373633
K02338	6.03744073467618	5.85117285750843	6.24912999583839	0.704462366378245	0.840959159425597	0.924086095115788	0.114666701812045	0.212358936263425	0.378307870288742	0.213999999999997	0.364285317982585
K02339	4.51005045632877	3.64636629373963	4.84534669364401	1.20529905636375	0.740010139738553	1.58229449104068	0.00200096645040079	0.0877085604105504	0.31783174904506	0.101399999999999	0.256068797296708
K02340	6.0223064808861	5.73144157555102	6.24492722423577	0.697644233625837	0.847268845190007	1.00990402783619	0.107928085623509	0.186766038896451	0.364786187348104	0.199999999999997	0.349696264074891
K02341	6.01569347781525	5.73178908688544	6.24555880151182	0.708591588378515	0.847861707301467	0.977620869255713	0.111333369707144	0.186380531140341	0.364712151297905	0.199999999999997	0.349696264074891
