#Formatted for biom
#OTU ID	1.Day.6	1.Hide.Day.6	2.Day.6	2.Hide.Day.6	3.Day.6	3.Hide.Day.6	4.Day.0	4.Day.6	4.Hide.Day.6	5.Day.0	5.Day.6	5.Hide.Day.6	6.Day.0	6.Day.6	6.Hide.Day.6	U.Hide.1	U.Hide.2	U.Hide.3
9c3cbe0e84eb6292acfc24b6548c157c	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85fbe56fbe50e5f873bb4f40964e0d9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21b3a3201fb0a9b3db3753112dc91b00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3684f2097f46a7f979a0db2e8d525ed5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
503ab0b27f96a3b94637a75c5c8de926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
587464185818d001dcb545b6df5e3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
16a96fbde481e30490f897d9b660ed04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
f35f73f3dd213d6d366ebda60e63b5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
6aa8dd832d82c8240d4e65e563724ffa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53d742f16c8ba7b88b31ebc6f3d57273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ab3c8da6fc7376c1cb9540acd9a7ec14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02920729a711c6b593a3feb1633ef8d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
8b7b7ad4b9849890814871fe2bef4936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
7ee228f3e2caa35a27135bc14f88a26c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
36f506903a75bead06a62938aa934002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
d55b8369b9105695646bab47474f0873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52377fd3ac1469def0f119e68e0516a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01ba3c45201a131ff592b5e3d7200843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa54f3d7169e7c908df1cf096f45da01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9269f99be7ccf1c96148d8229de8c547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
f099bdbd6445a7b2cbb045c268663114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
e8b894951a5750e5eb0e128e7d4bfcb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1b4698043f4e41e39084bc9d2caeab7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
54022b2bfe13ac4f965d6729e33939e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
cb15e639e7efa87d2e793e37f5e65b4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5bffb9a874d0b2ab2aa506e3cf073fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ea7c578e5155a4332378b44c99b3de9d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
7d51ec0a66ebad9937c2df8b4bb4724d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9de271d267563b111c249f0b3e8a5d8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
f141a43702c88431974669884a9975de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
31c614adff3f621db1105ac3f0079d3e	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ee43ab2159d175762fa9799cbdf2ab27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
a7eb6fb51a2c533a2f95caf59f04c89a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5a8625d953fdb127562148f036086969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
7120e86a121328dd5868bf13bac57f6a	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
8bdb854fd7ea354c6921ab4fca4569e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01bd969f376a03f36440352ea416d1bf	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea297961dfa5f5bfa8a34e7407587183	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
3a59e822f841d32ccfa3d00f93bcb26f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
15d04bdf0c6406a3a875badafa9e43d2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
8366871a234044a17230d0cf48f1a846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
036bffeb571e7dc8026d3a36bcfc69a1	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
75477e464cab8e38270fd0f2f7766f03	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c735216f191090d3ddc2d422e6a2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
0229b0188d294a18c0e91d68a89489a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
2c6bded6db1dce01c66775a1757a9328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
16b6d8f2c99369ca32f80d0638a7cb1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
5d00628fd9afda1f8f788ac0e3b2da59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
633ad71c11118f1a686a97fd5be741c5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
68fe6e3093bcc054c0f9c927c92bba1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
0881f9790cf416c69f57ac414b179d60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
fbce9d6a0ac197e029e6c8009380a224	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
abaaec39bf9fbc4d19532f5c1c9a11c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
5dac6ef22f0398507a6486ac7f6c3b20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
2f6caf93ba08344f2ab347c22738c39d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
d4c4a914b03998b21a230a4b449ba554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
7a8c1cb7f2e73b5b7fb6a1ec7f5c57f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
11c426539557de4ce29379cb9105e8ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ec99538c3e249964a0bf404f4971d955	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ea7059e285a757660c2b620f7607df8	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
e65a277257d8d247afe5b092a33e0afe	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
776b65a0aef95b29ea39a7dc32a33df5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
f535ae1defa3d54b646c8fb3e8b3b145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0b76ed87b2c8e2e60808f5f98374f639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
d2b36a896ca5e424be530ce8ef28a52b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28fe5404713b9137b98fcc6cb676d5f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e08de1c93b6cf1853407ac45f5d886ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45202ed5b5a85cd94298224c2aaedf41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
78d1a5dadb36fd9a579aae14bdc09ec0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
9cd5ee3573fa5215d84c6965915bbe33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
bf7bc5e2ab96de5ce852f7ad3bd4ffe3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
e320443c96890a25b4c1403a4f665d6e	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b28caeaf36fc9a3b3d42de844bb0fa86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dce21df0d4060e61ce062d283699e6c8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb1b4361ffac77d594845f1c8add278e	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
1849087d784ce48fcb0b5818d74d9d9c	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0f24d5fa697b698fe4d358c2230164b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
321b8e1e99887fe77d26310ba1f3f3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ddd0a9f3a43b59b7abb73980e140f527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
b3869e9877ecbc1b030be83cbde50c52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
825d27c6449d01f3a5d57f0ae08ace5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
11d5b3892e7570b824ad147f019a6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7140c8c3b698d737e0afa42803dc583a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
a7e5bcfa17132e17ad5222392e49ddaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
9718a23f36588b3bdefcac51771e6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ed5f6503e44d2f1e5d58091e5a2b43aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29f6a6517d0763fac9c49996d2a52de8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7ea0e54d9e16e22f48f0ef431b7d0834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6b3efbffa9f154db7cfa5038d0f3f43c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
0f5c8ff3a29ebedf766d4f853d295b8a	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
c77b80b29bda85e09d9dd7261a4c86cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
990face423a57c453c97841a111770c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce4655e85aa73ef1fc8a62a26a319ab7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8b5649f97d29a8bbb5350b99512a30ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
460fc153936f2a2b03fd0f29e3f7f442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7af1c60b887e8d3ed8d67528a45b71b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282401d291d6ea4a40e5801d33cd8e37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
5e0807602541109a01f2495049020c4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
b5b9b842e8ae7816c3b51b53aeaf59ac	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2d43e96884595f0dd9df5b8089ef3dcf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
20c46178183e823aad9d0334143339e4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9e040ee737304d17d58d8ab546e39d0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
da2f575f95d51a9d7abaea911a12e59c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3f4ca3b4b31e5bead1a7d5aaf6dde2ea	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
b28e1f07952cf1a205713433b98eb84b	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
01bf47610b0f19eaac976e07bfb17627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddf8c9bf2a5dfe5fc9d4a28f6299b18c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
76bf91d5742e0e699aa859235b099ec7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8225dbe43c4e4ce9f5ac3f7598df8e58	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d86dfb01415310dc74d92a056010db6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
789fb12befb77816a3ff3b72fe439ee4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
8f9869c575236a9e8608657418c89d34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
d32b4fd67585c0006344b0f17ab92eae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
2759580fda40c63ad256b0550fcf4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
84d60800b095a1af7332ca1920e3e393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
542ebb8b39356257f1deae0ba5123211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
0b86c8df403ca2d7957bec6606cc33bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
5df39962d938168ff575f3819735ec96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
fd2532b455af1ac9e1a4f4157440ee28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
907b36a618cdc1903ad73b9a9b4fbb29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
80a58e64e1008511ac63d9d564e039ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
b15519c1c87be5a61900bec95316af48	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
54ca443b18724b31db30a571a3db9512	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
afad602b5e7560bc6d9c8a8358a05405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6e956a9d8ecbe73657897959a819f1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
6d14f119aa1b496c8524a1bf3c69e6ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
3701b3830544893599efc5b703cd7fc6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
cc49f74ca8a07f1e86c33adcb0830351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
bce6406e9bd32791510f720a2b2e3761	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
56b677e37ac32467f5e3efd7880830e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
81cc3215c2b583118fa333daf4f5798f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
6b8d0ee922905e3075661f59c4ebe445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
ebced02793f94331370f320226b255f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
685c965c9444bb3fca732d6f9d2e161d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
4524aeed8a75d700ce228c1a57b5c7ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
536a885b62a171201228335a94484ce9	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
fb4c1934eef8a194e273dd51aeb48d4c	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
ec61c1d269180d0a06b880e9873a3fbb	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b07b49262c5bb98cf0c25aef87557826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
9787917f89983080660cca293436bd8d	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
af0b2bbb485c1b610e20da1edc90547c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
fc5abac0a1115d1630068972f88e0513	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0
d1729ce77c2b80f6b756e42cfc6a2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
07ce14db2d6d5b7f2ac3d8fec48cda7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
363ac6f861e795e402aa28dd8e9ae5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
599ffbedc7fe58c94ea98c8799ca5735	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d3f79d94ea562c317f956fa9a46c823	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
8a892c0df9a1d8f92adc31d6f6eb0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
952022684be4c3bab3ad4458377536bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
2f1b8d74b8e145b4d9775ac01c4f8e9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	28	0
7a4a054a85abb382d534c7570be03a1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
a0d23d8401c45c7f3a15aa5d26b02663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295bd82f9172e053bdc9e091ec2715f	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
c7e426578b11d46b45801f7415b4f795	0	0	0	0	0	0	0	0	0	162	59	0	17	156	0	0	0	0
00ea96e3ab46c1ff43483f9b765f1e14	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
0c687c533a8a94f7255091e5fd53f8f8	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
e9de2edbc4eb85ed0ca73181893bfe24	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
1a526b60fe7c3d10d91261a75245de5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
115cbe607a435c52d9dd0d9c358bc307	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2855bf39769656eec186276e5707050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
fa6d928f3fa33baee6c1c09c9d90299d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
8f144b838616b907d2bee4588312e2b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
efcf96d090bce3e642ef000365fa338f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114c9d680ee318d442c7ee578c39a3a6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5b5fce20098d786f70af5b8ee702128d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
1072981742d2d203636c6088b869b46b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
f7eb2ea453bedacc583ebdbb4b486317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
483b107e78f32e38d45a188fa0ffc089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
2e54dd03006fc1f253597522d27eb8ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
52e1b7febe58d2a92127f6b5a968139d	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383a6ab2a7f419751a0c219bdef6406f	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
40e1f3cc21d57f44867a207556da7b84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
cf37b12b8aada37a31e2a6e7a0be20c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ffa669986f7caaf5ecc5fbfede605b06	29	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
f58b815251fe095be163ec4828a2d894	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
e559940feb546682547b69dcb8b74586	0	0	0	0	0	0	0	0	13	0	0	6	0	0	0	28	0	0
d3d905c2dd2256ce3ee44f54d7ef4b75	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c51832aa9591258ea0d5d8bdec386ca8	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
c142aa8565754b66c3e10834b9e15bdb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
747c7aaa3bcc170513230594628078d4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
561ee560370838e41d01abad50a2785b	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d08f63425e45ea82bee2f6e186d74100	0	0	0	0	0	0	0	0	0	0	180	0	117	73	0	0	0	0
d52340755046c1a7dbea9e96aaaa99d4	0	20	0	0	0	0	0	0	38	0	0	16	0	0	0	17	0	0
f4b2ec5f36dc0675a39fcd23d10fea6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
90caec2e6fd1fcc56c1fdf3d31d0bd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
4323f0bf6c0f853b982678e495d79040	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
bc5dbc003b36e15634b5a9a419ada5f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
c31f3f3abbfb17b1b0def387b5b12d34	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
29e147ea5a3a9770b910c06ddb823d23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fe5a26f93ef0b59a0e43e622902f468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
d4518983a0bebd026d22ee1d13032fea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fd2796b7cbfa2fc55ef886f6db80ff79	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
db587964acc6e45c02c862c7648bfaa8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
c1044398a0725907f95c458c853e2db2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
af670f1bb5e04e09edf60b295fb38820	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8722a5dc1b3324d2467a620219055a7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
27e1d5aff009baf0c1c339f5a6510c92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
4b92ab3308b19425b5b2f9a4e4a50b5f	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
db9520266a5f3f8b2a0c1061931a4a9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
a64ebd9795d5bb3fcbb5ef9bf700f7f1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
754ac24bc5abf70a9dad1190c0ce93ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
0bdf92643e0267b6549fd03f4cbf7ae2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
812b666381ddbb100644deab003f5041	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
9a3381dddb509897bd89908a294099b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
61dcd052101105b9735b9ae26045a810	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31800bd516847ef1976470b56356a090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
a5cd13f72ba580b2a52b1f31691650d6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
acb1481e6004b2214bbbd9baafbb4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
4cd8457f294e2d6f55ce2f1295836fe5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
b58f58ec99c253fb99c2af291d624ffa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
16aafc0e529ff28cc5db2a96cde524dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
5bdf0b1465c4be371a2660facbc63617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43e924c73dccbac991ba6cd39ae2b73e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7ffcdcb498533d9db43d96d773e14465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9e6904035946e322f650bcfe2497bec6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b00c925b3be1c079e08a8d0a96bbb20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
6c842f5c90ba0c90ad4004dde13244b4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
